first_name,male,female
FRANKLIN,1.0,0.0
FRANKLYN,1.0,0.0
FRANSISCA,0.0,1.0
FRED,0.996031746031746,0.003968253968253968
FREDA,0.0,1.0
FREDDA,0.0,1.0
FREDDIE,0.8679245283018868,0.1320754716981132
FREDDY,1.0,0.0
FREDERIC,1.0,0.0
FREDERICA,0.0,1.0
FREDERICK,1.0,0.0
FREDERICKA,0.0,1.0
FREDIA,0.0,1.0
FREDRIC,1.0,0.0
FREDRICK,1.0,0.0
FREDRICKA,0.0,1.0
FREEDA,0.0,1.0
FREEMAN,1.0,0.0
FREIDA,0.0,1.0
FRIDA,0.0,1.0
FRIEDA,0.0,1.0
FRITZ,1.0,0.0
FUMIKO,0.0,1.0
GABRIEL,0.9605263157894737,0.03947368421052632
GABRIELA,0.0,1.0
GABRIELE,0.0,1.0
GABRIELLA,0.0,1.0
GABRIELLE,0.0,1.0
GAIL,0.03973509933774835,0.9602649006622517
GALA,0.0,1.0
GALE,0.3333333333333333,0.6666666666666666
GALEN,1.0,0.0
GALINA,0.0,1.0
GARFIELD,1.0,0.0
GARLAND,1.0,0.0
GARNET,0.0,1.0
GARNETT,0.0,1.0
GARRET,1.0,0.0
GARRETT,1.0,0.0
GARRY,1.0,0.0
GARTH,1.0,0.0
GARY,0.9969325153374233,0.003067484662576687
GASTON,1.0,0.0
GAVIN,1.0,0.0
GAY,0.0,1.0
GAYE,0.0,1.0
GAYLA,0.0,1.0
GAYLE,0.08510638297872342,0.9148936170212766
GAYLENE,0.0,1.0
GAYLORD,1.0,0.0
GAYNELL,0.0,1.0
GAYNELLE,0.0,1.0
GEARLDINE,0.0,1.0
GEMA,0.0,1.0
GEMMA,0.0,1.0
GENA,0.0,1.0
GENARO,1.0,0.0
GENE,0.9456521739130435,0.05434782608695653
GENESIS,0.0,1.0
GENEVA,0.0,1.0
GENEVIE,0.0,1.0
GENEVIEVE,0.0,1.0
GENEVIVE,0.0,1.0
GENIA,0.0,1.0
GENIE,0.0,1.0
GENNA,0.0,1.0
GENNIE,0.0,1.0
GENNY,0.0,1.0
GENOVEVA,0.0,1.0
GEOFFREY,1.0,0.0
GEORGANN,0.0,1.0
GEORGE,0.9946351931330473,0.00536480686695279
GEORGEANN,0.0,1.0
GEORGEANNA,0.0,1.0
GEORGENE,0.0,1.0
GEORGETTA,0.0,1.0
GEORGETTE,0.0,1.0
GEORGIA,0.0,1.0
GEORGIANA,0.0,1.0
GEORGIANN,0.0,1.0
GEORGIANNA,0.0,1.0
GEORGIANNE,0.0,1.0
GEORGIE,0.0,1.0
GEORGINA,0.0,1.0
GEORGINE,0.0,1.0
GERALD,0.996774193548387,0.0032258064516129037
GERALDINE,0.0,1.0
GERALDO,1.0,0.0
GERALYN,0.0,1.0
GERARD,1.0,0.0
GERARDO,1.0,0.0
GERDA,0.0,1.0
GERI,0.0,1.0
GERMAINE,0.0,1.0
GERMAN,1.0,0.0
GERRI,0.0,1.0
GERRY,0.6875,0.3125
GERTHA,0.0,1.0
GERTIE,0.0,1.0
GERTRUD,0.0,1.0
GERTRUDE,0.0,1.0
GERTRUDIS,0.0,1.0
GERTUDE,0.0,1.0
GHISLAINE,0.0,1.0
GIA,0.0,1.0
GIANNA,0.0,1.0
GIDGET,0.0,1.0
GIGI,0.0,1.0
GIL,1.0,0.0
GILBERT,1.0,0.0
GILBERTE,0.0,1.0
GILBERTO,1.0,0.0
GILDA,0.0,1.0
GILLIAN,0.0,1.0
GILMA,0.0,1.0
GINA,0.0,1.0
GINETTE,0.0,1.0
GINGER,0.0,1.0
GINNY,0.0,1.0
GINO,1.0,0.0
GIOVANNA,0.0,1.0
GIOVANNI,1.0,0.0
GISELA,0.0,1.0
GISELE,0.0,1.0
GISELLE,0.0,1.0
GITA,0.0,1.0
GIUSEPPE,1.0,0.0
GIUSEPPINA,0.0,1.0
GLADIS,0.0,1.0
GLADY,0.0,1.0
GLADYS,0.0,1.0
GLAYDS,0.0,1.0
GLEN,1.0,0.0
GLENDA,0.0,1.0
GLENDORA,0.0,1.0
GLENN,0.9940476190476191,0.005952380952380954
GLENNA,0.0,1.0
GLENNIE,0.0,1.0
GLENNIS,0.0,1.0
GLINDA,0.0,1.0
GLORIA,0.0,1.0
GLORY,0.0,1.0
GLYNDA,0.0,1.0
GLYNIS,0.0,1.0
GOLDA,0.0,1.0
GOLDEN,0.0,1.0
GOLDIE,0.0,1.0
GONZALO,1.0,0.0
GORDON,1.0,0.0
GRACE,0.0,1.0
GRACIA,0.0,1.0
GRACIE,0.0,1.0
GRACIELA,0.0,1.0
GRADY,1.0,0.0
GRAHAM,1.0,0.0
GRAIG,1.0,0.0
GRANT,1.0,0.0
GRANVILLE,1.0,0.0
GRAYCE,0.0,1.0
GRAZYNA,0.0,1.0
GREG,1.0,0.0
GREGG,1.0,0.0
GREGORIA,0.0,1.0
GREGORIO,1.0,0.0
GREGORY,0.9977375565610861,0.002262443438914028
GRETA,0.0,1.0
GRETCHEN,0.0,1.0
GRETTA,0.0,1.0
GRICELDA,0.0,1.0
GRISEL,0.0,1.0
GRISELDA,0.0,1.0
GROVER,1.0,0.0
GUADALUPE,0.3058823529411765,0.6941176470588235
GUDRUN,0.0,1.0
GUILLERMINA,0.0,1.0
GUILLERMO,1.0,0.0
GUS,1.0,0.0
GUSSIE,0.0,1.0
GUSTAVO,1.0,0.0
GUY,1.0,0.0
GWEN,0.0,1.0
GWENDA,0.0,1.0
GWENDOLYN,0.0,1.0
GWENN,0.0,1.0
GWYN,0.0,1.0
GWYNETH,0.0,1.0
HA,0.0,1.0
HAE,0.0,1.0
HAI,1.0,0.0
HAILEY,0.0,1.0
HAL,1.0,0.0
HALEY,0.0,1.0
HALINA,0.0,1.0
HALLEY,0.0,1.0
HALLIE,0.0,1.0
HAN,0.0,1.0
HANA,0.0,1.0
HANG,0.0,1.0
HANH,0.0,1.0
HANK,1.0,0.0
HANNA,0.0,1.0
HANNAH,0.0,1.0
HANNELORE,0.0,1.0
HANS,1.0,0.0
HARLAN,1.0,0.0
HARLAND,1.0,0.0
HARLEY,1.0,0.0
HARMONY,0.0,1.0
HAROLD,0.9973118279569892,0.002688172043010753
HARRIET,0.0,1.0
HARRIETT,0.0,1.0
HARRIETTE,0.0,1.0
HARRIS,1.0,0.0
HARRISON,1.0,0.0
HARRY,1.0,0.0
HARVEY,1.0,0.0
HASSAN,1.0,0.0
HASSIE,0.0,1.0
HATTIE,0.0,1.0
HAYDEE,0.0,1.0
HAYDEN,1.0,0.0
HAYLEY,0.0,1.0
HAYWOOD,1.0,0.0
HAZEL,0.0,1.0
HEATH,1.0,0.0
HEATHER,0.0,1.0
HECTOR,1.0,0.0
HEDWIG,0.0,1.0
HEDY,0.0,1.0
HEE,0.0,1.0
HEIDE,0.0,1.0
HEIDI,0.0,1.0
HEIDY,0.0,1.0
HEIKE,0.0,1.0
HELAINE,0.0,1.0
HELEN,0.0,1.0
HELENA,0.0,1.0
HELENE,0.0,1.0
HELGA,0.0,1.0
HELLEN,0.0,1.0
HENRIETTA,0.0,1.0
HENRIETTE,0.0,1.0
HENRY,0.9945504087193461,0.005449591280653952
HERB,1.0,0.0
HERBERT,1.0,0.0
HERIBERTO,1.0,0.0
HERLINDA,0.0,1.0
HERMA,0.0,1.0
HERMAN,1.0,0.0
HERMELINDA,0.0,1.0
HERMILA,0.0,1.0
HERMINA,0.0,1.0
HERMINE,0.0,1.0
HERMINIA,0.0,1.0
HERSCHEL,1.0,0.0
HERSHEL,1.0,0.0
HERTA,0.0,1.0
HERTHA,0.0,1.0
HESTER,0.0,1.0
HETTIE,0.0,1.0
HIEDI,0.0,1.0
HIEN,0.0,1.0
HILARIA,0.0,1.0
HILARIO,1.0,0.0
HILARY,0.0,1.0
HILDA,0.0,1.0
HILDE,0.0,1.0
HILDEGARD,0.0,1.0
HILDEGARDE,0.0,1.0
HILDRED,0.0,1.0
HILLARY,0.0,1.0
HILMA,0.0,1.0
HILTON,1.0,0.0
HIPOLITO,1.0,0.0
HIRAM,1.0,0.0
HIROKO,0.0,1.0
HISAKO,0.0,1.0
HOA,0.0,1.0
HOBERT,1.0,0.0
HOLLEY,0.0,1.0
HOLLI,0.0,1.0
HOLLIE,0.0,1.0
HOLLIS,0.8181818181818182,0.18181818181818182
HOLLY,0.0,1.0
HOMER,1.0,0.0
HONEY,0.0,1.0
HONG,0.5,0.5
HOPE,0.0,1.0
HORACE,1.0,0.0
HORACIO,1.0,0.0
HORTENCIA,0.0,1.0
HORTENSE,0.0,1.0
HORTENSIA,0.0,1.0
HOSEA,1.0,0.0
HOUSTON,1.0,0.0
HOWARD,1.0,0.0
HOYT,1.0,0.0
HSIU,0.0,1.0
HUBERT,1.0,0.0
HUE,0.0,1.0
HUEY,1.0,0.0
HUGH,1.0,0.0
HUGO,1.0,0.0
HUI,0.0,1.0
HULDA,0.0,1.0
HUMBERTO,1.0,0.0
HUNG,1.0,0.0
HUNTER,1.0,0.0
HUONG,0.0,1.0
HWA,0.0,1.0
HYACINTH,0.0,1.0
HYE,0.0,1.0
HYMAN,1.0,0.0
HYO,0.0,1.0
HYON,0.0,1.0
HYUN,0.0,1.0
IAN,1.0,0.0
IDA,0.0,1.0
IDALIA,0.0,1.0
IDELL,0.0,1.0
IDELLA,0.0,1.0
IESHA,0.0,1.0
IGNACIA,0.0,1.0
IGNACIO,1.0,0.0
IKE,1.0,0.0
ILA,0.0,1.0
ILANA,0.0,1.0
ILDA,0.0,1.0
ILEANA,0.0,1.0
ILEEN,0.0,1.0
ILENE,0.0,1.0
ILIANA,0.0,1.0
ILLA,0.0,1.0
ILONA,0.0,1.0
ILSE,0.0,1.0
ILUMINADA,0.0,1.0
IMA,0.0,1.0
IMELDA,0.0,1.0
IMOGENE,0.0,1.0
IN,0.0,1.0
INA,0.0,1.0
INDIA,0.0,1.0
INDIRA,0.0,1.0
INELL,0.0,1.0
INES,0.0,1.0
INEZ,0.0,1.0
INGA,0.0,1.0
INGE,0.0,1.0
INGEBORG,0.0,1.0
INGER,0.0,1.0
INGRID,0.0,1.0
INOCENCIA,0.0,1.0
IOLA,0.0,1.0
IONA,0.0,1.0
IONE,0.0,1.0
IRA,0.8974358974358975,0.10256410256410256
IRAIDA,0.0,1.0
IRENA,0.0,1.0
IRENE,0.0,1.0
IRINA,0.0,1.0
IRIS,0.0,1.0
IRISH,0.0,1.0
IRMA,0.0,1.0
IRMGARD,0.0,1.0
IRVIN,1.0,0.0
IRVING,1.0,0.0
IRWIN,1.0,0.0
ISA,0.0,1.0
ISAAC,1.0,0.0
ISABEL,0.0,1.0
ISABELL,0.0,1.0
ISABELLA,0.0,1.0
ISABELLE,0.0,1.0
ISADORA,0.0,1.0
ISAIAH,1.0,0.0
ISAIAS,1.0,0.0
ISAURA,0.0,1.0
ISELA,0.0,1.0
ISIAH,1.0,0.0
ISIDRA,0.0,1.0
ISIDRO,1.0,0.0
ISIS,0.0,1.0
ISMAEL,1.0,0.0
ISOBEL,0.0,1.0
ISRAEL,1.0,0.0
ISREAL,1.0,0.0
ISSAC,1.0,0.0
IVA,0.0,1.0
IVAN,1.0,0.0
IVANA,0.0,1.0
IVELISSE,0.0,1.0
IVETTE,0.0,1.0
IVEY,0.0,1.0
IVONNE,0.0,1.0
IVORY,0.5454545454545454,0.45454545454545453
IVY,0.0,1.0
IZETTA,0.0,1.0
IZOLA,0.0,1.0
JA,0.0,1.0
JACALYN,0.0,1.0
JACELYN,0.0,1.0
JACINDA,0.0,1.0
JACINTA,0.0,1.0
JACINTO,1.0,0.0
JACK,0.9968354430379747,0.003164556962025317
JACKELINE,0.0,1.0
JACKELYN,0.0,1.0
JACKI,0.0,1.0
JACKIE,0.3233082706766917,0.6766917293233082
JACKLYN,0.0,1.0
JACKQUELINE,0.0,1.0
JACKSON,1.0,0.0
JACLYN,0.0,1.0
JACOB,1.0,0.0
JACQUALINE,0.0,1.0
JACQUE,0.0,1.0
JACQUELIN,0.0,1.0
JACQUELINE,0.0,1.0
JACQUELYN,0.0,1.0
JACQUELYNE,0.0,1.0
JACQUELYNN,0.0,1.0
JACQUES,1.0,0.0
JACQUETTA,0.0,1.0
JACQUI,0.0,1.0
JACQUIE,0.0,1.0
JACQUILINE,0.0,1.0
JACQULINE,0.0,1.0
JACQULYN,0.0,1.0
JADA,0.0,1.0
JADE,0.0,1.0
JADWIGA,0.0,1.0
JAE,0.6666666666666666,0.3333333333333333
JAIME,0.6707317073170731,0.32926829268292684
JAIMEE,0.0,1.0
JAIMIE,0.0,1.0
JAKE,1.0,0.0
JALEESA,0.0,1.0
JALISA,0.0,1.0
JAMA,0.0,1.0
JAMAAL,1.0,0.0
JAMAL,1.0,0.0
JAMAR,1.0,0.0
JAME,0.888888888888889,0.11111111111111112
JAMEE,0.0,1.0
JAMEL,1.0,0.0
JAMES,0.9969951923076922,0.003004807692307692
JAMEY,0.7142857142857142,0.2857142857142857
JAMI,0.0,1.0
JAMIE,0.3013698630136986,0.6986301369863013
JAMIKA,0.0,1.0
JAMILA,0.0,1.0
JAMISON,1.0,0.0
JAMMIE,0.0,1.0
JAN,0.27142857142857146,0.7285714285714285
JANA,0.0,1.0
JANAE,0.0,1.0
JANAY,0.0,1.0
JANE,0.0,1.0
JANEAN,0.0,1.0
JANEE,0.0,1.0
JANEEN,0.0,1.0
JANEL,0.0,1.0
JANELL,0.0,1.0
JANELLA,0.0,1.0
JANELLE,0.0,1.0
JANENE,0.0,1.0
JANESSA,0.0,1.0
JANET,0.0,1.0
JANETH,0.0,1.0
JANETT,0.0,1.0
JANETTA,0.0,1.0
JANETTE,0.0,1.0
JANEY,0.0,1.0
JANI,0.0,1.0
JANICE,0.0,1.0
JANIE,0.0,1.0
JANIECE,0.0,1.0
JANINA,0.0,1.0
JANINE,0.0,1.0
JANIS,0.0,1.0
JANISE,0.0,1.0
JANITA,0.0,1.0
JANN,0.0,1.0
JANNA,0.0,1.0
JANNET,0.0,1.0
JANNETTE,0.0,1.0
JANNIE,0.0,1.0
JANUARY,0.0,1.0
JANYCE,0.0,1.0
JAQUELINE,0.0,1.0
JAQUELYN,0.0,1.0
JARED,1.0,0.0
JAROD,1.0,0.0
JARRED,1.0,0.0
JARRETT,1.0,0.0
JARROD,1.0,0.0
JARVIS,1.0,0.0
JASMIN,0.0,1.0
JASMINE,0.0,1.0
JASON,0.9969788519637462,0.003021148036253777
JASPER,1.0,0.0
JAUNITA,0.0,1.0
JAVIER,1.0,0.0
JAY,0.9752066115702479,0.024793388429752063
JAYE,0.0,1.0
JAYME,0.0,1.0
JAYMIE,0.0,1.0
JAYNA,0.0,1.0
JAYNE,0.0,1.0
JAYSON,1.0,0.0
JAZMIN,0.0,1.0
JAZMINE,0.0,1.0
JC,1.0,0.0
JEAN,0.1,0.9
JEANA,0.0,1.0
JEANE,0.0,1.0
JEANELLE,0.0,1.0
JEANENE,0.0,1.0
JEANETT,0.0,1.0
JEANETTA,0.0,1.0
JEANETTE,0.0,1.0
JEANICE,0.0,1.0
JEANIE,0.0,1.0
JEANINE,0.0,1.0
JEANMARIE,0.0,1.0
JEANNA,0.0,1.0
JEANNE,0.0,1.0
JEANNETTA,0.0,1.0
JEANNETTE,0.0,1.0
JEANNIE,0.0,1.0
JEANNINE,0.0,1.0
JED,1.0,0.0
JEFF,1.0,0.0
JEFFEREY,1.0,0.0
JEFFERSON,1.0,0.0
JEFFERY,1.0,0.0
JEFFIE,0.0,1.0
JEFFREY,0.9983108108108109,0.0016891891891891895
JEFFRY,1.0,0.0
JEN,0.0,1.0
JENA,0.0,1.0
JENAE,0.0,1.0
JENE,0.0,1.0
JENEE,0.0,1.0
JENELL,0.0,1.0
JENELLE,0.0,1.0
JENETTE,0.0,1.0
JENEVA,0.0,1.0
JENI,0.0,1.0
JENICE,0.0,1.0
JENIFER,0.0,1.0
JENIFFER,0.0,1.0
JENINE,0.0,1.0
JENISE,0.0,1.0
JENNA,0.0,1.0
JENNEFER,0.0,1.0
JENNELL,0.0,1.0
JENNETTE,0.0,1.0
JENNI,0.0,1.0
JENNIE,0.0,1.0
JENNIFER,0.0,1.0
JENNIFFER,0.0,1.0
JENNINE,0.0,1.0
JENNY,0.0,1.0
JERALD,1.0,0.0
JERALDINE,0.0,1.0
JERAMY,1.0,0.0
JERE,1.0,0.0
JEREMIAH,1.0,0.0
JEREMY,0.9958847736625515,0.00411522633744856
JERI,0.0,1.0
JERICA,0.0,1.0
JERILYN,0.0,1.0
JERLENE,0.0,1.0
JERMAINE,1.0,0.0
JEROLD,1.0,0.0
JEROME,1.0,0.0
JEROMY,1.0,0.0
JERRELL,1.0,0.0
JERRI,0.0,1.0
JERRICA,0.0,1.0
JERRIE,0.0,1.0
JERROD,1.0,0.0
JERROLD,1.0,0.0
JERRY,0.9751693002257337,0.024830699774266364
JESENIA,0.0,1.0
JESICA,0.0,1.0
JESS,1.0,0.0
JESSE,0.9631336405529953,0.03686635944700461
JESSENIA,0.0,1.0
JESSI,0.0,1.0
JESSIA,0.0,1.0
JESSICA,0.0,1.0
JESSIE,0.3987730061349693,0.6012269938650306
JESSIKA,0.0,1.0
JESTINE,0.0,1.0
JESUS,0.9872611464968153,0.012738853503184714
JESUSA,0.0,1.0
JESUSITA,0.0,1.0
JETTA,0.0,1.0
JETTIE,0.0,1.0
JEWEL,0.13793103448275862,0.8620689655172414
JEWELL,0.16,0.84
JI,0.0,1.0
JILL,0.0,1.0
JILLIAN,0.0,1.0
JIM,1.0,0.0
JIMMIE,0.7733333333333333,0.22666666666666668
JIMMY,0.9896373056994818,0.010362694300518135
JIN,0.0,1.0
JINA,0.0,1.0
JINNY,0.0,1.0
JO,0.0,1.0
JOAN,0.025477707006369428,0.9745222929936305
JOANA,0.0,1.0
JOANE,0.0,1.0
JOANIE,0.0,1.0
JOANN,0.0,1.0
JOANNA,0.0,1.0
JOANNE,0.0,1.0
JOANNIE,0.0,1.0
JOAQUIN,1.0,0.0
JOAQUINA,0.0,1.0
JOCELYN,0.0,1.0
JODEE,0.0,1.0
JODI,0.0,1.0
JODIE,0.0,1.0
JODY,0.3870967741935484,0.6129032258064515
JOE,0.9846625766871165,0.015337423312883436
JOEANN,0.0,1.0
JOEL,0.987012987012987,0.01298701298701299
JOELLA,0.0,1.0
JOELLE,0.0,1.0
JOELLEN,0.0,1.0
JOESPH,1.0,0.0
JOETTA,0.0,1.0
JOETTE,0.0,1.0
JOEY,0.9347826086956521,0.06521739130434782
JOHANA,0.0,1.0
JOHANNA,0.0,1.0
JOHANNE,0.0,1.0
JOHN,0.9963448065793481,0.0036551934206518425
JOHNA,0.0,1.0
JOHNATHAN,1.0,0.0
JOHNATHON,1.0,0.0
JOHNETTA,0.0,1.0
JOHNETTE,0.0,1.0
JOHNIE,0.7,0.30000000000000004
JOHNNA,0.0,1.0
JOHNNIE,0.5714285714285715,0.42857142857142855
JOHNNY,0.984848484848485,0.015151515151515152
JOHNSIE,0.0,1.0
JOHNSON,1.0,0.0
JOI,0.0,1.0
JOIE,0.0,1.0
JOLANDA,0.0,1.0
JOLEEN,0.0,1.0
JOLENE,0.0,1.0
JOLIE,0.0,1.0
JOLINE,0.0,1.0
JOLYN,0.0,1.0
JOLYNN,0.0,1.0
JON,0.9913793103448275,0.008620689655172414
JONA,0.0,1.0
JONAH,1.0,0.0
JONAS,1.0,0.0
JONATHAN,1.0,0.0
JONATHON,1.0,0.0
JONE,0.0,1.0
JONELL,0.0,1.0
JONELLE,0.0,1.0
JONG,0.0,1.0
JONI,0.0,1.0
JONIE,0.0,1.0
JONNA,0.0,1.0
JONNIE,0.0,1.0
JORDAN,0.8235294117647058,0.17647058823529413
JORDON,1.0,0.0
JORGE,1.0,0.0
JOSE,0.9951298701298702,0.004870129870129871
JOSEF,1.0,0.0
JOSEFA,0.0,1.0
JOSEFINA,0.0,1.0
JOSEFINE,0.0,1.0
JOSELYN,0.0,1.0
JOSEPH,0.9964513839602556,0.0035486160397444995
JOSEPHINA,0.0,1.0
JOSEPHINE,0.0,1.0
JOSETTE,0.0,1.0
JOSH,1.0,0.0
JOSHUA,0.9977064220183487,0.0022935779816513767
JOSIAH,1.0,0.0
JOSIE,0.0,1.0
JOSLYN,0.0,1.0
JOSPEH,1.0,0.0
JOSPHINE,0.0,1.0
JOSUE,1.0,0.0
JOVAN,0.0,1.0
JOVITA,0.0,1.0
JOY,0.0,1.0
JOYA,0.0,1.0
JOYCE,0.0,1.0
JOYCELYN,0.0,1.0
JOYE,0.0,1.0
JUAN,0.9905956112852664,0.009404388714733543
JUANA,0.0,1.0
JUANITA,0.0,1.0
JUDE,0.8,0.2
JUDI,0.0,1.0
JUDIE,0.0,1.0
JUDITH,0.0,1.0
JUDSON,1.0,0.0
JUDY,0.0,1.0
JULE,0.0,1.0
JULEE,0.0,1.0
JULENE,0.0,1.0
JULES,1.0,0.0
JULI,0.0,1.0
JULIA,0.0,1.0
JULIAN,0.9629629629629629,0.037037037037037035
JULIANA,0.0,1.0
JULIANE,0.0,1.0
JULIANN,0.0,1.0
JULIANNA,0.0,1.0
JULIANNE,0.0,1.0
JULIE,0.0,1.0
JULIEANN,0.0,1.0
JULIENNE,0.0,1.0
JULIET,0.0,1.0
JULIETA,0.0,1.0
JULIETTA,0.0,1.0
JULIETTE,0.0,1.0
JULIO,0.984375,0.015625
JULISSA,0.0,1.0
JULIUS,1.0,0.0
JUNE,0.0,1.0
JUNG,0.0,1.0
JUNIE,0.0,1.0
JUNIOR,1.0,0.0
JUNITA,0.0,1.0
JUNKO,0.0,1.0
JUSTA,0.0,1.0
JUSTIN,0.9936102236421726,0.006389776357827477
JUSTINA,0.0,1.0
JUSTINE,0.0,1.0
JUTTA,0.0,1.0
KA,0.0,1.0
KACEY,0.0,1.0
KACI,0.0,1.0
KACIE,0.0,1.0
KACY,0.0,1.0
KAI,0.0,1.0
KAILA,0.0,1.0
KAITLIN,0.0,1.0
KAITLYN,0.0,1.0
KALA,0.0,1.0
KALEIGH,0.0,1.0
KALEY,0.0,1.0
KALI,0.0,1.0
KALLIE,0.0,1.0
KALYN,0.0,1.0
KAM,0.0,1.0
KAMALA,0.0,1.0
KAMI,0.0,1.0
KAMILAH,0.0,1.0
KANDACE,0.0,1.0
KANDI,0.0,1.0
KANDICE,0.0,1.0
KANDIS,0.0,1.0
KANDRA,0.0,1.0
KANDY,0.0,1.0
KANESHA,0.0,1.0
KANISHA,0.0,1.0
KARA,0.0,1.0
KARAN,0.0,1.0
KAREEM,1.0,0.0
KAREEN,0.0,1.0
KAREN,0.0,1.0
KARENA,0.0,1.0
KAREY,0.0,1.0
KARI,0.0,1.0
KARIE,0.0,1.0
KARIMA,0.0,1.0
KARIN,0.0,1.0
KARINA,0.0,1.0
KARINE,0.0,1.0
KARISA,0.0,1.0
KARISSA,0.0,1.0
KARL,0.9718309859154929,0.02816901408450704
KARLA,0.0,1.0
KARLEEN,0.0,1.0
KARLENE,0.0,1.0
KARLY,0.0,1.0
KARLYN,0.0,1.0
KARMA,0.0,1.0
KARMEN,0.0,1.0
KAROL,0.0,1.0
KAROLE,0.0,1.0
KAROLINE,0.0,1.0
KAROLYN,0.0,1.0
KARON,0.0,1.0
KARREN,0.0,1.0
KARRI,0.0,1.0
KARRIE,0.0,1.0
KARRY,0.0,1.0
KARY,0.0,1.0
KARYL,0.0,1.0
KARYN,0.0,1.0
KASANDRA,0.0,1.0
KASEY,0.26666666666666666,0.7333333333333334
KASHA,0.0,1.0
KASI,0.0,1.0
KASIE,0.0,1.0
KASSANDRA,0.0,1.0
KASSIE,0.0,1.0
KATE,0.0,1.0
KATELIN,0.0,1.0
KATELYN,0.0,1.0
KATELYNN,0.0,1.0
KATERINE,0.0,1.0
KATHALEEN,0.0,1.0
KATHARINA,0.0,1.0
KATHARINE,0.0,1.0
KATHARYN,0.0,1.0
KATHE,0.0,1.0
KATHELEEN,0.0,1.0
KATHERIN,0.0,1.0
KATHERINA,0.0,1.0
KATHERINE,0.0,1.0
KATHERN,0.0,1.0
KATHERYN,0.0,1.0
KATHEY,0.0,1.0
KATHI,0.0,1.0
KATHIE,0.0,1.0
KATHLEEN,0.0,1.0
KATHLENE,0.0,1.0
KATHLINE,0.0,1.0
KATHLYN,0.0,1.0
KATHRIN,0.0,1.0
KATHRINE,0.0,1.0
KATHRYN,0.0,1.0
KATHRYNE,0.0,1.0
KATHY,0.0,1.0
